idx,token,operazione,motivo
59777,diverse,del,altro
59777,tendenti,sub,parola non di base (lessicale)
59784,litri,sub,altro
59784,"11,8",sub,altro
59784,km,sub,altro
59784,litri,sub,altro
59784,"11,5",sub,altro
59784,km)&lt;br&gt,sub,parola non di base (lessicale)
59784,;,sub,altro
59784,o,sub,altro
59784,prezzo,del,altro
59784,:,del,altro
59788,Balestrieri,del,altro
59788,contribuì,del,altro
59788,con,del,altro
59788,sue,del,altro
59788,incisioni,del,parola non di base (lessicale)
59788,all',del,altro
59788,edizione,del,altro
59788,della,del,altro
59788,"""",del,altro
59788,"""",del,altro
59794,Questo,sub,altro
59794,stato,del,costruzione passiva (sintattico)
59794,con,del,altro
59794,lo,del,altro
59794,scopo,del,altro
59794,di,del,altro
59794,avere,del,clausola subordinata/participiale (sintattico)
59794,una,del,altro
59794,razza,del,altro
59794,a,del,altro
59794,duplice,del,parola non di base (lessicale)
59794,attitudine,del,parola non di base (lessicale)
59794,",",del,altro
59794,ossia,del,altro
59794,buona,del,altro
59794,produttrice,del,parola non di base (lessicale)
59794,di,del,altro
59794,di,del,altro
59794,",",del,altro
59794,un,del,altro
59794,di,del,altro
59826,anno,del,altro
59826,dopo,del,altro
59826,frattempo,del,parola non di base (lessicale)
59826,venne,del,costruzione passiva (sintattico)
59826,commissionato,del,parola non di base (lessicale)
59826,a,del,altro
59826,la,del,altro
59826,progettazione,del,costruzione passiva (sintattico)
59826,del,del,altro
59826,tornacoro,del,parola non di base (lessicale)
59826,molto,del,altro
59826,probabilmente,del,altro
59826,disegnato,del,clausola subordinata/participiale (sintattico)
59826,ed,del,altro
59826,eseguito,del,altro
59850,Il,del,altro
59850,primo,del,altro
59850,incontro,del,altro
59850,in,del,altro
59850,una,del,altro
59850,finale,del,altro
59850,ebbe,del,altro
59850,a,del,altro
59850,Rotterdam,del,altro
59850,mese,del,altro
59850,di,del,altro
59850,aprile,del,altro
59850,con,del,altro
59850,la,del,altro
59850,vittoria,del,altro
59850,netta,del,altro
59850,di,del,altro
59850,in,sub,altro
59850,",",sub,altro
59850,poi,sub,altro
59850,a,sub,altro
59850,Dallas,sub,altro
59850,in,del,altro
59850,set,del,altro
59850,infine,del,altro
59850,a,del,altro
59850,Montréal,del,altro
59850,ancora,del,altro
59850,in,del,altro
59850,due,del,altro
59850,set,del,altro
59850,Complessivamente,del,parola non di base (lessicale)
59850,i,del,altro
59850,due,del,altro
59850,con,sub,altro
59850,un,sub,altro
59850,bilancio,sub,altro
59850,di,sub,altro
59850,-,del,altro
59850,per,sub,altro
59850,;,sub,altro
59863,Eva,del,altro
59863,:,sub,altro
59870,Nello,sub,altro
59870,stesso,sub,altro
59870,anno,sub,altro
59870,in,sub,altro
59870,.,del,altro
59910,Durante,del,altro
59910,il,del,altro
59910,ballo,del,altro
59910,anche,del,altro
59910,:,del,altro
59912,sempre,del,altro
59912,sempre,del,altro
59924,ultimo,del,altro
59924,",",del,altro
59924,grazie,del,altro
59924,interessamento,del,parola non di base (lessicale)
59924,della,del,altro
59924,Rykodisc,del,altro
59924,",",del,altro
59924,.,del,altro
59940,Il,sub,altro
59940,peso,sub,altro
59940,era,sub,altro
59940,il,sub,altro
59940,era,del,altro
59940,il,sub,altro
59940,era,del,altro
59945,.,del,altro
59949,è,del,altro
59949,degli,del,altro
59949,uscito,sub,clausola subordinata/participiale (sintattico)
59949,per,del,altro
59949,l',del,altro
59949,etichetta,del,altro
59949,discografica,del,parola non di base (lessicale)
59949,Big,del,altro
59949,Time,del,altro
59949,Records,del,altro
59985,Taraffo,sub,altro
60005,è,del,altro
60005,poi,del,altro
60005,passata,del,altro
60005,con,del,altro
60005,aiuto,del,altro
60005,dell',del,altro
60005,",",del,altro
60005,che,del,altro
60005,aveva,del,altro
60005,pubblicato,del,clausola subordinata/participiale (sintattico)
60005,circa,del,altro
60005,dieci,del,altro
60005,o,del,altro
60005,quindici,del,altro
60005,remix,del,parola non di base (lessicale)
60012,di,del,altro
60012,scoperta,del,clausola subordinata/participiale (sintattico)
60012,precipitare,sub,clausola subordinata/participiale (sintattico)
60017,Tuttavia,del,altro
60017,da,del,altro
60017,nella,del,altro
60017,circostante,sub,parola non di base (lessicale)
60017,si,sub,altro
60017,è,sub,altro
60017,appurato,sub,parola non di base (lessicale)
60017,vi,sub,altro
60017,fossero,sub,clausola subordinata/participiale (sintattico)
60017,insediamenti,sub,parola non di base (lessicale)
60017,abitati,sub,parola non di base (lessicale)
60017,risalenti,sub,clausola subordinata/participiale (sintattico)
60017,almeno,sub,altro
60017,a,sub,altro
60017,circa,sub,altro
60017,10.000,sub,altro
60038,venne,sub,costruzione passiva (sintattico)
60038,fondata,sub,altro
60038,giugno,sub,altro
60038,",",sub,altro
60038,dello,sub,altro
60038,stesso,sub,altro
60038,anno,sub,altro
60066,territorio,sub,altro
60066,comunale,sub,altro
60066,bagnato,sub,altro
60066,acque,sub,altro
60066,del,sub,altro
60066,",",del,altro
60066,affluente,del,parola non di base (lessicale)
60066,diretto,del,altro
60066,del,del,altro
60066,Reno,del,altro
60067,aver,del,altro
60067,preso,del,clausola subordinata/participiale (sintattico)
60067,ad,del,altro
60067,ordita,sub,clausola subordinata/participiale (sintattico)
60067,ai,sub,altro
60067,danni,sub,altro
60067,;,sub,altro
60067,fra,sub,altro
60067,suoi,sub,altro
60067,suo,sub,altro
60092,campionamento,del,parola non di base (lessicale)
60092,dice,sub,altro
60092,frequenza,sub,altro
60092,campionamento,sub,parola non di base (lessicale)
60092,superiore,sub,clausola subordinata/participiale (sintattico)
60092,doppio,sub,altro
60092,della,sub,altro
60092,",",del,altro
60092,non,del,altro
60092,della,del,altro
60092,frequenza,del,altro
60092,massima,del,altro
60092,",",del,altro
60097,contraddistinta,del,clausola subordinata/participiale (sintattico)
60097,venne,del,costruzione passiva (sintattico)
60110,!,del,altro
60110,»,del,altro
60110,Tre,del,altro
60110,giorni,del,altro
60110,dopo,del,altro
60110,l',del,altro
60110,apparizione,del,altro
60110,televisiva,del,altro
60110,a,del,altro
60110,"""",del,altro
60110,Ready,del,altro
60110,",",del,altro
60110,Steady,del,parola non di base (lessicale)
60110,",",del,altro
60110,Go,del,altro
60110,!,del,altro
60110,"""",del,altro
60110,band,del,altro
60110,registrò,del,altro
60110,"""",del,altro
60110,Do,del,altro
60110,Anything,del,altro
60110,You,del,altro
60110,Say,del,altro
60110,"""",del,altro
60110,",",del,altro
60110,1º,del,altro
60110,aprile,del,costruzione passiva (sintattico)
60110,sarebbe,del,altro
60110,stata,del,costruzione passiva (sintattico)
60110,pubblicata,del,clausola subordinata/participiale (sintattico)
60110,come,del,altro
60110,45,del,altro
60110,giri,del,altro
60110,accreditata,del,parola non di base (lessicale)
60110,al,del,altro
60110,solo,del,altro
60110,David,del,altro
60110,",",del,altro
60110,evitando,del,clausola subordinata/participiale (sintattico)
60110,così,del,altro
60110,gli,del,altro
60110,equivoci,del,altro
60110,presenti,del,altro
60110,nei,del,altro
60110,gruppi,del,altro
60110,precedenti,del,altro
60117,suo,del,altro
60117,primo,del,altro
60117,importante,del,altro
60117,risultato,del,altro
60117,è,del,altro
60117,stata,del,altro
60117,la,del,altro
60117,vittoria,del,altro
60117,a,del,altro
60117,Skien,del,altro
60117,del,sub,altro
60117,del,sub,altro
60117,mondo,sub,altro
60131,Nel,sub,altro
60131,1858,sub,altro
60131,si,sub,altro
60131,ritirò,sub,altro
60131,",",sub,altro
60131,si,sub,altro
60131,stabilì,sub,altro
60131,nella,sub,altro
60131,provincia,sub,altro
60131,di,sub,altro
60131,Saratov,sub,altro
60131,",",sub,altro
60131,divenne,sub,altro
60131,il,sub,altro
60131,revisore,sub,clausola subordinata/participiale (sintattico)
60131,della,sub,altro
60131,musica,sub,altro
60131,del,sub,altro
60131,"""",sub,altro
60131,Foglio,sub,altro
60131,informativo,sub,altro
60131,di,sub,altro
60131,Saratov,sub,altro
60131,"""",sub,altro
60131,",",sub,altro
60131,ma,sub,altro
60131,anche,del,altro
60131,ampiamente,del,altro
60131,",",del,altro
60131,un,del,altro
60131,totale,del,altro
60131,di,del,altro
60131,circa,del,altro
60131,quattrocento,del,altro
60152,Circa,sub,altro
60152,un,sub,altro
60152,anno,sub,altro
60152,il,sub,altro
60152,22,sub,altro
60152,dicembre,sub,altro
60152,del,sub,altro
60152,abbandonato,sub,clausola subordinata/participiale (sintattico)
60152,indomani,sub,parola non di base (lessicale)
60152,dall',del,altro
60152,Alto,del,altro
60152,Commissario,del,altro
60152,per,del,altro
60152,punizione,del,altro
60152,delitti,del,altro
60152,fascisti,del,altro
60152,reclusione,sub,parola non di base (lessicale)
60152,senza,sub,altro
60152,possibilità,sub,altro
60152,appello,sub,altro
60152,;,sub,altro
60173,era,del,altro
60173,singola,del,altro
60173,di,del,altro
60173,marca,del,altro
60173,e,del,altro
60173,modello,del,altro
60173,.,del,altro
60175,Nonostante,del,altro
60175,questo,del,altro
60175,",",del,altro
60175,quest',del,altro
60175,ultima,del,altro
60175,non,del,altro
60175,sparita,del,altro
60175,difficoltà,del,costruzione passiva (sintattico)
60175,di,del,altro
60175,particolarmente,del,altro
60175,(,del,altro
60175,molto,del,altro
60175,più,del,altro
60175,contenuti,del,clausola subordinata/participiale (sintattico)
60175,",",del,altro
60175,comunque,del,altro
60175,",",del,altro
60175,rispetto,del,altro
60175,alle,del,altro
60175,rivolte,del,altro
60175,francesi,del,altro
60175,determinati,del,altro
60175,quartieri,del,altro
60175,),del,altro
60185,pieno,del,altro
60185,sui,sub,altro
60185,trasmesso,sub,clausola subordinata/participiale (sintattico)
60190,technostrocca,sub,parola non di base (lessicale)
60190,(,sub,altro
60190,che,sub,altro
60190,sta,sub,altro
60190,per,sub,altro
60190,techno,sub,altro
60190,),sub,altro
60201,Di,del,altro
60201,fronte,del,altro
60201,sul,del,altro
60201,lato,del,altro
60201,europeo,del,altro
60201,si,sub,altro
60201,trova,sub,altro
60201,nel,sub,altro
60201,Chersoneso,sub,altro
60201,Tracico,sub,parola non di base (lessicale)
60215,Venne,sub,costruzione passiva (sintattico)
60215,",",sub,altro
60215,causò,sub,clausola subordinata/participiale (sintattico)
60215,turn,sub,parola non di base (lessicale)
60215,da,sub,altro
60215,disputarsi,sub,clausola subordinata/participiale (sintattico)
60215,con,sub,altro
60215,la,sub,altro
60215,cintura,sub,altro
60215,Championship,sub,altro
60251,utilizzati,del,clausola subordinata/participiale (sintattico)
60251,nelle,del,altro
60251,chiese,del,altro
60251,cattoliche,del,altro
60251,portare,sub,altro
60251,e,sub,altro
60251,l',sub,altro
60251,autenticazione,sub,parola non di base (lessicale)
60251,dell',sub,altro
60274,In,sub,altro
60274,aggiunta,sub,parola non di base (lessicale)
60274,ai,sub,altro
60274,elettivi,sub,parola non di base (lessicale)
60274,fanno,sub,altro
60274,parte,sub,altro
60274,del,sub,altro
60274,ed,del,altro
60274,anche,del,altro
60274,nomina,sub,altro
60274,presidenziale,sub,parola non di base (lessicale)
60274,ossia,sub,altro
60274,autonomamente,del,parola non di base (lessicale)
60274,per,del,altro
60274,altissimi,del,altro
60274,meriti,del,altro
60274,in,del,altro
60274,campo,del,altro
60274,sociale,del,altro
60274,scientifico,del,altro
60274,artistico,del,altro
60274,letterario,del,altro
60278,Sempre,sub,altro
60278,nel,sub,altro
60278,viene,sub,costruzione passiva (sintattico)
60278,partita,sub,costruzione passiva (sintattico)
60278,del,sub,altro
60278,Christmas,sub,altro
60278,Bowl,sub,altro
60278,tra,sub,altro
60278,Ojo,sub,altro
60278,White,sub,altro
60278,Knights,sub,altro
60278,Shinryūji,sub,altro
60278,Naga,sub,altro
60278,durante,sub,altro
60278,torneo,sub,altro
60278,primavera,del,altro
60278,(,del,altro
60278,Spring,del,altro
60278,Tournament,del,altro
60278,),del,altro
60278,dove,del,altro
60278,fanno,del,clausola subordinata/participiale (sintattico)
60278,loro,del,altro
60278,più,del,altro
60278,nel,del,altro
60278,dettaglio,del,altro
60278,personaggi,del,altro
60278,nonché,sub,altro
60278,viene,sub,costruzione passiva (sintattico)
60278,svelata,sub,altro
60278,esistenza,sub,costruzione passiva (sintattico)
60278,tecnica,sub,altro
60278,creata,del,clausola subordinata/participiale (sintattico)
60278,dall',del,altro
60278,Ojo,del,altro
60278,tutte,del,altro
60278,cose,del,costruzione passiva (sintattico)
60278,che,del,costruzione passiva (sintattico)
60278,nell',del,altro
60278,anime,del,altro
60278,vengono,del,costruzione passiva (sintattico)
60278,mostrate,del,clausola subordinata/participiale (sintattico)
60278,molto,del,altro
60278,più,del,altro
60278,tardi,del,altro
60278,durante,del,altro
60278,torneo,del,altro
60278,del,del,altro
60278,Kanto,del,altro
60300,Allo,sub,altro
60300,scoppio,sub,parola non di base (lessicale)
60300,con,sub,altro
60300,uno,sub,altro
60300,stratagemma,sub,parola non di base (lessicale)
60300,sì,sub,altro
60300,ricevesse,sub,clausola subordinata/participiale (sintattico)
60300,mentre,sub,altro
60300,realtà,sub,altro
60308,Il,del,altro
60308,di,del,altro
60308,ambiente,sub,altro
60308,sterile,sub,parola non di base (lessicale)
60308,Zelanda,sub,altro
60308,",",sub,altro
60308,situato,sub,clausola subordinata/participiale (sintattico)
60308,distretto,sub,altro
60308,Ruapehu,sub,altro
60308,nell',sub,altro
60308,altopiano,sub,altro
60308,della,sub,altro
60308,North,sub,altro
60308,Island,sub,altro
60308,Volcanic,sub,altro
60308,Plateau,sub,altro
60308,;,sub,altro
60308,a,sub,altro
60308,est,sub,altro
60308,dei,sub,altro
60308,tre,sub,altro
60308,vulcani,sub,parola non di base (lessicale)
60308,attivi,sub,altro
60308,Tongariro,sub,altro
60308,",",sub,altro
60308,di,sub,altro
60308,Ngauruhoe,sub,altro
60308,Ruapehu,sub,altro
60308,",",sub,altro
60308,a,sub,altro
60308,ovest,sub,altro
60308,della,sub,altro
60308,catena,sub,altro
60308,montuosa,sub,parola non di base (lessicale)
60308,Kaimanawa,sub,altro
60308,Range,sub,altro
60362,Nacque,sub,altro
60362,così,sub,altro
60362,didattico,del,parola non di base (lessicale)
60362,",",del,altro
60362,raccolti,del,clausola subordinata/participiale (sintattico)
60362,nel,del,altro
60362,XIII,del,parola non di base (lessicale)
60362,secolo,del,altro
60362,",",sub,altro
60362,che,sub,altro
60362,assunsero,sub,clausola subordinata/participiale (sintattico)
60362,forma,del,altro
60362,del,del,altro
60362,mondo,del,altro
60376,Non,sub,altro
60376,appena,sub,altro
60376,arrivano,sub,clausola subordinata/participiale (sintattico)
60376,.,del,altro
60400,Continua,del,altro
60400,i,del,altro
60400,suoi,del,altro
60400,studi,del,altro
60400,"all""Institut",del,parola non di base (lessicale)
60400,d',del,altro
60400,études,del,altro
60400,politiques,del,altro
60400,de,del,altro
60400,Paris,del,altro
60400,"""",del,altro
60400,",",del,altro
60400,ma,del,altro
60400,il,sub,altro
60400,anche,del,altro
60400,ottenuti,del,clausola subordinata/participiale (sintattico)
60400,lingua,del,altro
60404,In,sub,altro
60404,quegli,sub,altro
60404,rappresentò,sub,altro
60404,ditta,del,altro
60404,americana,del,altro
60404,Aircraft,del,altro
60404,Company,del,altro
60404,durante,del,altro
60404,l',del,altro
60404,acquisizione,del,altro
60404,dei,del,altro
60404,da,del,altro
60404,parte,del,altro
60404,della,del,altro
60404,compagnia,del,altro
60404,bandiera,del,altro
60404,",",del,altro
60404,e,del,altro
60404,cessione,del,parola non di base (lessicale)
60404,delle,del,altro
60404,alla,sub,altro
60412,Myrtle,sub,altro
60412,scopre,sub,altro
60412,la,del,altro
60412,porta,del,costruzione passiva (sintattico)
60412,della,del,altro
60412,è,del,costruzione passiva (sintattico)
60412,chiusa,del,clausola subordinata/participiale (sintattico)
60412,a,del,altro
60412,chiave,del,altro
60412,e,del,altro
60412,Lot,del,altro
60412,le,del,altro
60412,spiega,del,altro
60412,probabilmente,del,altro
60412,",",del,altro
60412,il,del,altro
60412,suo,del,altro
60412,fratellastro,del,parola non di base (lessicale)
60412,mulatto,del,parola non di base (lessicale)
60412,",",del,altro
60412,dentro,sub,altro
60425,dirigere,sub,clausola subordinata/participiale (sintattico)
60425,pregò,del,altro
60425,dispensarlo,sub,clausola subordinata/participiale (sintattico)
60425,dall',sub,altro
60425,accettare,sub,clausola subordinata/participiale (sintattico)
60455,tanti,del,altro
60455,dei,del,altro
60455,scorso,del,altro
60455,",",del,altro
60457,North,del,altro
60457,British,del,altro
60457,",",del,altro
60457,che,del,costruzione passiva (sintattico)
60457,ribattezzato,del,clausola subordinata/participiale (sintattico)
60486,presenza,del,altro
60486,della,del,altro
60486,calce,del,parola non di base (lessicale)
60486,stabilizza,del,parola non di base (lessicale)
60486,intorno,sub,altro
60486,a,sub,altro
60486,"12,5",sub,altro
60486,",",sub,altro
60496,",",del,altro
60496,i,del,altro
60496,volumi,del,costruzione passiva (sintattico)
60496,del,del,altro
60496,"""",del,altro
60496,"""",del,altro
60496,si,del,altro
60496,affermati,sub,altro
60496,frequentemente,sub,parola non di base (lessicale)
60496,nelle,sub,altro
60496,classifiche,sub,altro
60496,settimanali,sub,altro
60496,per,sub,altro
60496,più,sub,altro
60496,venduti,sub,altro
60496,",",sub,altro
60496,durante,sub,altro
60496,le,sub,altro
60496,loro,sub,altro
60496,settimane,sub,altro
60496,di,sub,altro
60496,pubblicazione,sub,altro
60496,sul,sub,altro
60496,mercato,sub,altro
60496,.,sub,altro
60503,Connen,sub,altro
60507,ed,sub,altro
60507,a,sub,altro
60524,",",del,altro
60524,ma,del,altro
60524,non,del,altro
60524,veramente,del,altro
60524,coinvolta,del,altro
60532,captorinide,sub,parola non di base (lessicale)
60532,e,del,altro
60532,si,del,altro
60532,suppone,del,parola non di base (lessicale)
60532,che,del,altro
60532,potrebbe,del,altro
60532,aver,del,altro
60532,raggiunto,del,clausola subordinata/participiale (sintattico)
60532,il,del,altro
60532,metro,del,altro
60532,lunghezza,del,altro
60556,prova,del,altro
60556,quanto,del,altro
60556,afferma,del,clausola subordinata/participiale (sintattico)
60556,indicandolo,del,parola non di base (lessicale)
60564,ordina,del,altro
60564,un,del,altro
60564,soldato,del,altro
60564,",",sub,altro
60564,ormai,sub,altro
60564,i,sub,altro
60564,",",sub,altro
60564,in,sub,altro
60564,che,sub,altro
60564,niente,sub,altro
60564,possa,sub,altro
60564,collegare,sub,clausola subordinata/participiale (sintattico)
60564,l',sub,altro
60564,lui,sub,altro
60576,avuto,sub,altro
60576,una,sub,altro
60576,lunga,sub,altro
60576,vita,sub,altro
60576,",",sub,altro
60576,nel,sub,altro
60576,del,del,altro
60576,del,del,altro
60579,Così,sub,altro
60579,di,sub,altro
60579,buio,sub,altro
60579,tra,sub,altro
60579,Luna,sub,altro
60579,che,sub,altro
60579,negli,sub,altro
60579,altri,sub,altro
60579,dell',sub,altro
60579,garantendo,sub,clausola subordinata/participiale (sintattico)
60579,in,sub,altro
60579,tempi,sub,altro
60579,antichi,sub,altro
60579,un,sub,altro
60579,periodo,sub,altro
60579,di,sub,altro
60579,luce,sub,altro
60579,più,sub,altro
60579,lungo,sub,altro
60579,ai,sub,altro
60579,contadini,sub,altro
60579,per,sub,altro
60579,raccolto,del,parola non di base (lessicale)
60581,successivamente,del,altro
60584,Le,del,altro
60584,Isole,del,altro
60584,per,del,altro
60584,la,del,altro
60584,prima,del,altro
60584,volta,del,altro
60584,.,del,altro
60602,notò,del,clausola subordinata/participiale (sintattico)
60602,(,sub,altro
60602,:,sub,altro
60611,In,del,altro
60611,reparto,sub,altro
60611,si,sub,altro
60611,distingue,sub,altro
60611,nell',sub,altro
60611,opera,sub,altro
60611,di,sub,altro
60611,soccorso,sub,altro
60611,delle,sub,altro
60611,popolazioni,sub,altro
60611,calamità,sub,parola non di base (lessicale)
60617,Precedentemente,del,altro
60617,alla,del,altro
60617,diagnosi,del,altro
60617,",",del,altro
60617,già,sub,altro
60617,lottato,sub,altro
60617,forma,del,altro
60617,di,del,altro
60629,Prozorovskij,del,altro
60629,",",del,altro
60629,avvenuta,del,clausola subordinata/participiale (sintattico)
60629,nello,del,altro
60629,stesso,del,altro
60629,anno,del,altro
60629,",",del,altro
60629,direzione,del,costruzione passiva (sintattico)
60629,fu,del,costruzione passiva (sintattico)
60629,affidata,del,altro
60629,a,del,altro
60629,",",del,altro
60629,poi,del,altro
60629,sostituito,del,clausola subordinata/participiale (sintattico)
60629,da,del,altro
60629,",",del,altro
60629,cui,del,altro
60629,arrivo,del,altro
60629,si,del,altro
60629,dimostrò,del,altro
60629,successivamente,del,altro
60629,molto,del,altro
60629,proficuo,del,clausola subordinata/participiale (sintattico)
60652,grave,sub,altro
60652,crimine,sub,altro
60652,fare,sub,clausola subordinata/participiale (sintattico)
60652,qualcosa,sub,altro
60652,di,sub,altro
60652,Bizzarro,sub,altro
60652,!,sub,altro
60652,»,sub,altro
60667,del,del,altro
60667,situato,del,clausola subordinata/participiale (sintattico)
60667,nella,del,altro
60667,regione,del,altro
60667,centrale,del,altro
60667,dell',del,altro
60677,Lo,del,altro
60677,reperti,del,parola non di base (lessicale)
60677,;,sub,altro
60677,due,sub,altro
60677,presunti,sub,altro
60677,candidati,sub,costruzione passiva (sintattico)
60677,",",sub,altro
60677,",",del,altro
60677,in,sub,altro
60677,seguito,sub,altro
60678,Sulla,sub,altro
60678,base,sub,altro
60678,del,sub,altro
60678,sono,sub,altro
60678,sorti,sub,altro
60678,corso,del,altro
60678,del,del,altro
60685,del,sub,altro
60685,",",del,altro
60685,dalla,del,altro
60685,Pictures,del,altro
60685,Corp,del,altro
60685,",",del,altro
60685,fu,del,costruzione passiva (sintattico)
60685,registrato,del,altro
60685,con,del,altro
60704,"""",sub,altro
60704,",",sub,altro
60705,arcata,sub,parola non di base (lessicale)
60705,spunta,sub,altro
60705,figura,del,altro
60705,di,del,altro
60705,san,del,altro
60705,Pietro,del,altro
60705,Martire,del,altro
60705,in,del,altro
60705,fa,sub,clausola subordinata/participiale (sintattico)
60705,da,sub,altro
60705,attualizza,del,parola non di base (lessicale)
60705,inquadrandola,del,clausola subordinata/participiale (sintattico)
60705,nella,del,altro
60705,gamma,del,parola non di base (lessicale)
60705,dei,del,altro
60705,principi,del,altro
60705,dell',del,altro
60705,Ordine,del,altro
60715,"""",del,altro
60715,",",del,altro
60715,da,del,altro
60715,Lattes,del,altro
60729,Secondo,sub,altro
60729,resoconti,sub,parola non di base (lessicale)
60729,islamici,sub,altro
60729,un,sub,altro
60729,prigioniero,sub,altro
60729,arabo,sub,altro
60729,convertitosi,sub,parola non di base (lessicale)
60729,al,sub,altro
60729,Cristianesimo,sub,altro
60729,disertò,sub,parola non di base (lessicale)
60729,al,sub,altro
60729,califfo,sub,parola non di base (lessicale)
60729,lo,sub,altro
60729,informò,sub,parola non di base (lessicale)
60729,di,sub,altro
60729,una,sub,altro
60729,sezione,sub,altro
60729,che,sub,costruzione passiva (sintattico)
60729,recentemente,del,altro
60729,che,sub,costruzione passiva (sintattico)
60729,era,sub,altro
60729,stata,sub,costruzione passiva (sintattico)
60729,solo,sub,altro
60729,superficialmente,sub,parola non di base (lessicale)
60729,riparata,sub,altro
60729,a,sub,altro
60729,causa,sub,altro
60729,negligenza,sub,parola non di base (lessicale)
60729,del,sub,altro
60729,cittadina,del,altro
60765,venne,del,altro
60765,a,del,altro
60765,conoscenza,del,altro
60765,dalle,del,altro
60765,sue,del,altro
60765,guide,del,altro
60765,delle,del,altro
60765,cosiddette,del,altro
60765,"""",del,altro
60765,ossa,del,altro
60765,dei,del,altro
60765,giganti,del,altro
60765,"""",del,altro
60765,presenti,del,altro
60765,in,del,altro
60765,una,del,altro
60765,fattoria,del,altro
60765,e,del,altro
60782,Tra,del,altro
60782,i,del,altro
60782,c',sub,altro
60782,certo,sub,altro
60782,professor,sub,altro
60782,intento,sub,altro
60782,ad,sub,altro
60782,:,sub,altro
60794,"""",sub,altro
60794,Chapter,sub,altro
60794,VI,sub,altro
60794,"""",sub,altro
60794,speranzosi,sub,parola non di base (lessicale)
60802,causa,sub,costruzione passiva (sintattico)
60802,fu,sub,costruzione passiva (sintattico)
60802,introdotta,sub,altro
60802,presso,sub,altro
60802,la,sub,altro
60802,congregazione,sub,parola non di base (lessicale)
60802,dei,sub,altro
60802,riti,sub,altro
60802,.,del,altro
60804,Due,del,altro
60804,dei,del,altro
60804,monumenti,del,altro
60804,più,del,altro
60804,noti,del,altro
60804,nella,del,altro
60804,metropolitana,del,altro
60804,sono,del,altro
60804,",",del,altro
60804,",",del,altro
60839,fu,del,altro
60839,tra,del,altro
60839,interpreti,del,altro
60839,dello,del,altro
60839,",",sub,altro
60839,al,sub,altro
60839,fianco,sub,altro
60839,di,sub,altro
60839,Mori,sub,altro
60839,",",sub,altro
60839,Vittorio,sub,altro
60839,",",sub,altro
60839,Isa,sub,altro
60839,",",sub,altro
60839,Lina,sub,altro
60839,Polito,sub,altro
60839,Marc,sub,altro
60839,",",sub,altro
60839,una,sub,altro
60848,Successivamente,del,altro
60848,di,sub,altro
60848,patronato,sub,parola non di base (lessicale)
60848,famiglia,sub,altro
60848,Guzzoni,sub,altro
60863,Nel,del,altro
60863,disperato,del,altro
60863,tentativo,del,altro
60863,liberarsi,del,clausola subordinata/participiale (sintattico)
60863,del,del,altro
60863,suo,del,altro
60863,io,del,altro
60863,umano,del,altro
60863,",",del,altro
60863,accompagnarlo,sub,clausola subordinata/participiale (sintattico)
60863,",",sub,altro
60863,fingendo,sub,clausola subordinata/participiale (sintattico)
60863,voler,sub,altro
60863,semplicemente,sub,altro
60863,riportare,sub,clausola subordinata/participiale (sintattico)
60863,spada,sub,altro
60863,dello,sub,altro
60863,nella,sub,altro
60863,tomba,sub,altro
60868,farà,del,altro
60868,del,del,altro
60868,uno,sub,altro
60869,non,sub,altro
60869,subito,sub,altro
60869,",",sub,altro
60869,domare,sub,clausola subordinata/participiale (sintattico)
60876,CSEN,sub,altro
60876,manifestazioni,sub,altro
60876,amatoriali,sub,parola non di base (lessicale)
60876,ed,sub,altro
60885,figlia,del,altro
60885,più,sub,altro
60885,volte,sub,altro
60885,chiedere,sub,clausola subordinata/participiale (sintattico)
60885,",",del,altro
60885,ma,del,altro
60885,non,del,altro
60885,le,del,altro
60885,fu,del,costruzione passiva (sintattico)
60885,mai,del,altro
60885,concesso,del,altro
60885,vederlo,del,clausola subordinata/participiale (sintattico)
60913,successivamente,sub,altro
60913,si,sub,altro
60918,Anche,del,altro
60918,i,del,altro
60918,modelli,del,costruzione passiva (sintattico)
60918,dei,del,altro
60918,giocatori,del,altro
60918,sono,del,altro
60918,stati,del,costruzione passiva (sintattico)
60918,rinnovati,del,altro
60918,",",del,altro
60918,poiché,del,altro
60918,",",sub,altro
60918,ad,sub,altro
60918,dentro,sub,altro
60918,il,sub,altro
60929,In,sub,altro
60929,quale,sub,altro
60929,procedimento,sub,altro
60929,qualcosa,sub,altro
60929,di,sub,altro
60929,esteriore,sub,parola non di base (lessicale)
60929,ci,sub,altro
60929,?,sub,altro
60931,1977,sub,altro
60931,",",sub,altro
60931,un',sub,altro
60931,orbita,sub,altro
60931,un,sub,altro
60931,pari,sub,altro
60931,da,del,altro
60931,un',del,altro
60931,eccentricità,del,parola non di base (lessicale)
60931,"0,1509988",del,altro
60931,",",del,altro
60931,inclinata,del,clausola subordinata/participiale (sintattico)
60931,"6,68774",del,altro
60931,°,del,parola non di base (lessicale)
60931,rispetto,del,altro
60931,all',del,altro
60931,eclittica,del,parola non di base (lessicale)
60946,enigma,sub,parola non di base (lessicale)
60946,per,sub,altro
60946,studiosi,sub,altro
60946,nella,sub,altro
60946,mancanza,sub,altro
60946,di,sub,altro
60946,documentazione,sub,altro
60946,ufficiale,sub,altro
60947,della,sub,altro
60947,battaglia,sub,altro
60947,",",sub,altro
60947,per,sub,altro
60947,le,sub,altro
